Saved Date,Job Url,Job Title,Company Name
"6/14/21, 2:00 PM",http://www.linkedin.com/jobs/view/2581889270,Tech Lead Data Science,Wehkamp Retail Group
"6/14/21, 2:35 PM",http://www.linkedin.com/jobs/view/2588451262,Director of Data Science,Castor
"5/17/17, 1:34 PM",http://www.linkedin.com/jobs/view/276320411,Autonomous Driving R&D Engineer,TomTom
"12/28/15, 1:24 AM",http://www.linkedin.com/jobs/view/94809632,"Deep Learning Engineer in Groningen, The Netherlands",COSMONiO
"2/16/18, 3:08 PM",http://www.linkedin.com/jobs/view/596125162,Real-time Deep Learning Engineer,COSMONiO
"5/1/22, 2:41 PM",http://www.linkedin.com/jobs/view/2972369407,Senior Machine Learning Engineer,Planet
"6/14/21, 2:07 PM",http://www.linkedin.com/jobs/view/2584378779,Tech lead Data Science,Wehkamp Retail Group
