Company Name,Role,Cause,Started On,Finished On,Description
Sensing Clues,Computer Vision Engineer,animalRights,Apr 2020,,"For Sensing Clues one of the sensory inputs are the camtraps. By automatically counting and recognizing the species rangers and researchers can be supported with this information. Since this year we are also co-hosting the Kaggle iWildcam competitions as part of the fine-grained recognition challenges as part of CVPR, the largest computer vision, conference."
