Name
Deep Learning
C++
Computer Vision
Software Engineering
Software Design
Machine Learning
Software Development
Embedded Software
Python
OpenCV
C
Image Processing
Pattern Recognition
Knowledge-based Systems
Perl
Visual Studio
Embedded Systems
Subversion
Agile
Scrum
CUDA
Artificial Neural Networks
keras
tensorflow
